job_id,skill_type,original_skill,normalized_skill,category,method,confidence,esco_uri
3903875936,technical,distributed applications,distributed computing,,semantic,0.7689,http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83
3903875936,technical,Software Development Lifecycle,,,unmatched,0.0,
3903875936,tool,Air Flow,control air flow,,semantic,0.8102,http://data.europa.eu/esco/skill/a1728801-a4fd-47b5-862f-12e837f0933c
3903875936,tool,ControlM,,,unmatched,0.0,
3903875936,tool,Jenkins,Jenkins (tools for software configuration management),,alt_label,0.99,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da
3903875936,soft,self-motivated,,,unmatched,0.0,
3903875936,soft,passionate,,,unmatched,0.0,
3903875936,soft,constructive,,,unmatched,0.0,
3903875936,soft,collaborative,,,unmatched,0.0,
3902780924,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3902780924,technical,PySpark,,,unmatched,0.0,
3902780924,technical,SQL,SQL,Database Language,technology_dictionary,1.0,
3902780924,technical,Scala,Scala,,exact,1.0,http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6
3902780924,technical,Java,Java (computer programming),,alt_label,0.99,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389
3902780924,technical,scikit-learn,,,unmatched,0.0,
3902780924,technical,PyTorch,PyTorch,Machine Learning,technology_dictionary,1.0,
3902780924,technical,Dask,,,unmatched,0.0,
3902780924,technical,Spark,Apache Spark,Big Data,technology_dictionary,1.0,
3902780924,technical,TensorFlow,TensorFlow,Machine Learning,technology_dictionary,1.0,
3902829691,technical,JavaScript,JavaScript,,exact,1.0,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7
3902829691,technical,XML,,,unmatched,0.0,
3902829691,technical,XSD,,,unmatched,0.0,
3902829691,technical,Data Model,data models,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5
3902829691,technical,InDesign,,,unmatched,0.0,
3902829691,technical,SaaS,service-oriented modelling,,alt_label,0.99,http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98
3902829691,technical,Oracle database,Oracle Relational Database,,semantic,0.8874,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655
3902829691,tool,Workfront,,,unmatched,0.0,
3902829691,tool,Marketing Technology,,,unmatched,0.0,
3902829691,soft,Impeccable attention to detail,,,unmatched,0.0,
3902829691,soft,Great communication,communication,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3902829691,soft,Analytical thinking,think analytically,,alt_label,0.99,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137
3902829691,soft,Strong problem solving,,,unmatched,0.0,
3902829691,soft,Analysis and reporting skills,,,unmatched,0.0,
3895272957,technical,Advanced Product Quality Planning (APQP),,,unmatched,0.0,
3895272957,technical,Failure Mode and Effects Analysis (FMEA),perform failure analysis of production process,,fuzzy_alt,0.98,http://data.europa.eu/esco/skill/12b5cc46-bf35-464c-ac7d-1bdbc23262f7
3895272957,technical,Root Cause Analysis (RCA),root cause analysis,,exact,1.0,http://data.europa.eu/esco/skill/55514865-3066-4abd-86a9-dbe45a440882
3895272957,technical,Data Analytics,data analytics,,exact,1.0,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378
3895272957,soft,Leadership,leadership principles,,semantic,0.77,http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
3895272957,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3895272957,soft,Teamwork,manage teamwork,,semantic,0.8047,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c
3895272957,soft,Interpersonal skills,,,unmatched,0.0,
3895272957,soft,Influential,,,unmatched,0.0,
3895272957,soft,Time management,manage time,,semantic,0.8936,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8
3895272957,soft,Collaboration,,,unmatched,0.0,
3903824576,technical,Azure Cloud,,,unmatched,0.0,
3903824576,technical,Agile methodologies,Agile development,,semantic,0.8286,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221
3903824576,technical,Scrum,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3903824576,technical,Kanban,,,unmatched,0.0,
3903824576,technical,Azure DevOps,,,unmatched,0.0,
3903824576,technical,JIRA,,,unmatched,0.0,
3903824576,technical,Rally,,,unmatched,0.0,
3903824576,technical,Cloud native services,,,unmatched,0.0,
3903824576,technical,AWS,Amazon Web Services,Cloud,technology_dictionary,1.0,
3903824576,technical,GCP,Google Cloud Platform,Cloud,technology_dictionary,1.0,
3903824576,tool,Azure DevOps,,,unmatched,0.0,
3903824576,tool,JIRA,,,unmatched,0.0,
3903824576,tool,Rally,,,unmatched,0.0,
3903824576,soft,Detail oriented,,,unmatched,0.0,
3903824576,soft,Effective communication,communication,,semantic,0.8308,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3901950783,technical,Power BI,Power BI,BI Tool,technology_dictionary,1.0,
3901950783,technical,SQL Server Integration Services (SSIS),SQL Server Integration Services,,exact,1.0,http://data.europa.eu/esco/skill/6f7512ab-d46d-402a-8c30-a8878d7c1f88
3901950783,technical,SQL Server Reporting Services (SSRS),,,unmatched,0.0,
3901950783,technical,Data Modelling,data models,,alt_label,0.99,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5
3901950783,technical,Microsoft SQL,SQL,,semantic,0.9339,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742
3901950783,technical,Dax Calculation,mathematics,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2
3901950783,tool,Power BI,Power BI,BI Tool,technology_dictionary,1.0,
3901950783,tool,SSIS,SQL Server Integration Services,,alt_label,0.99,http://data.europa.eu/esco/skill/6f7512ab-d46d-402a-8c30-a8878d7c1f88
3901950783,tool,SSRS,,,unmatched,0.0,
3901950783,tool,Excel,Microsoft Excel,Spreadsheet,technology_dictionary,1.0,
3901950783,tool,Microsoft SQL,SQL,,semantic,0.9339,http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742
3898174637,technical,data programming,data engineering,,semantic,0.7532,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639
3898174637,technical,analytic,,,unmatched,0.0,
3898174637,technical,reporting skills,,,unmatched,0.0,
3898174637,technical,Excel,Microsoft Excel,Spreadsheet,technology_dictionary,1.0,
3898174637,technical,PowerPoint,,,unmatched,0.0,
3898174637,technical,graphic design,graphic design,,exact,1.0,http://data.europa.eu/esco/skill/7fb699d9-182a-430e-b7a0-6d8ed05c284b
3898174637,technical,Word,,,unmatched,0.0,
3898174637,technical,NLP,natural language processing,,exact,1.0,http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a
3898174637,technical,machine learning,machine learning,,exact,1.0,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
3898174637,tool,Excel,Microsoft Excel,Spreadsheet,technology_dictionary,1.0,
3898174637,tool,PowerPoint,,,unmatched,0.0,
3898174637,tool,Word,,,unmatched,0.0,
3898174637,tool,Veeva,,,unmatched,0.0,
3898174637,tool,Workday,,,unmatched,0.0,
3898174637,tool,Qualtrics,,,unmatched,0.0,
3898174637,soft,project management skills,project management,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388
3898174637,soft,planning and organization skills,,,unmatched,0.0,
3898174637,soft,communication skills,teach communication methods,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554
3898174637,soft,professionalism,,,unmatched,0.0,
3898174637,soft,integrity,morality,,alt_label,0.99,http://data.europa.eu/esco/skill/7cf2762d-32e1-4b21-8ef8-574e40310c18
3898174637,soft,teamwork,manage teamwork,,semantic,0.8047,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c
3898174637,soft,independence,,,unmatched,0.0,
3895200298,technical,ERP,,,unmatched,0.0,
3895200298,technical,ETL,,,unmatched,0.0,
3895200298,technical,Data integration,,,unmatched,0.0,
3895200298,technical,Microsoft Office Suite,use microsoft office,,semantic,0.8468,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535
3895200298,technical,Excel,Microsoft Excel,Spreadsheet,technology_dictionary,1.0,
3895200298,technical,IFS,,,unmatched,0.0,
3895200298,technical,SAP Concur,SAP R3,,semantic,0.771,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426
3895200298,technical,OneStream,,,unmatched,0.0,
3895200298,tool,Microsoft Office Suite,use microsoft office,,semantic,0.8468,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535
3895200298,tool,Excel,Microsoft Excel,Spreadsheet,technology_dictionary,1.0,
3895200298,tool,IFS,,,unmatched,0.0,
3895200298,tool,SAP Concur,SAP R3,,semantic,0.771,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426
3895200298,tool,OneStream,,,unmatched,0.0,
3895200298,soft,Analytical skills,,,unmatched,0.0,
3895200298,soft,Communication skills,teach communication methods,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554
3895200298,soft,Time management,manage time,,semantic,0.8936,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8
3895200298,soft,Problem-solving,solve problems,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
3895200298,soft,Attention to detail,attend to detail,,semantic,0.7608,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7
3895200298,soft,Critical thinking,think critically,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9
3895200298,soft,Creativity,stimulate creative processes,,semantic,0.7752,http://data.europa.eu/esco/skill/d97c894e-d330-4bd3-b8ba-138fc11855ee
3891072418,technical,SQL,SQL,Database Language,technology_dictionary,1.0,
3891072418,technical,ETL,,,unmatched,0.0,
3891072418,technical,Informatica,,,unmatched,0.0,
3891072418,technical,Snaplogic,,,unmatched,0.0,
3891072418,soft,Good Communication skills,,,unmatched,0.0,
3905218828,technical,Deep Learning,deep learning,,exact,1.0,http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080
3905218828,technical,Transformers,electrical machines,,alt_label,0.99,http://data.europa.eu/esco/skill/f0ab5d57-4be7-411b-afce-b4a76a142302
3905218828,technical,Natural Language Processing,natural language processing,,exact,1.0,http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a
3905218828,technical,Large Language Models,,,unmatched,0.0,
3905218828,tool,Python,Python,Programming Language,technology_dictionary,1.0,
3905218828,tool,Py Torch,,,unmatched,0.0,
3905218828,tool,Linux,,,unmatched,0.0,
3905218828,tool,Docker,Docker,DevOps,technology_dictionary,1.0,
3905218828,tool,Kubernetes,Kubernetes,DevOps,technology_dictionary,1.0,
3905218828,tool,Jupyter,,,unmatched,0.0,
3905218828,tool,Ray,,,unmatched,0.0,
3905218828,tool,Dask,,,unmatched,0.0,
3905218828,tool,Spark,Apache Spark,Big Data,technology_dictionary,1.0,
3891088945,technical,Machine learning,machine learning,,exact,1.0,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
3891088945,technical,Airflow,Apache Airflow,Workflow,technology_dictionary,1.0,
3891088945,technical,Spark,Apache Spark,Big Data,technology_dictionary,1.0,
3891088945,technical,Kubernetes,Kubernetes,DevOps,technology_dictionary,1.0,
3891088945,technical,Sagemaker,,,unmatched,0.0,
3891088945,technical,AWS,Amazon Web Services,Cloud,technology_dictionary,1.0,
3891088945,technical,PyTorch,PyTorch,Machine Learning,technology_dictionary,1.0,
3891088945,technical,PySpark,,,unmatched,0.0,
3891088945,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3891088945,technical,C,,,unmatched,0.0,
3891088945,technical,CI/CD,,,unmatched,0.0,
3891088945,technical,Bitbucket,,,unmatched,0.0,
3891088945,technical,Redshift,,,unmatched,0.0,
3891088945,technical,Athena,,,unmatched,0.0,
3891088945,tool,Airflow,Apache Airflow,Workflow,technology_dictionary,1.0,
3891088945,tool,Spark,Apache Spark,Big Data,technology_dictionary,1.0,
3891088945,tool,Kubernetes,Kubernetes,DevOps,technology_dictionary,1.0,
3891088945,tool,Sagemaker,,,unmatched,0.0,
3891088945,tool,Bitbucket,,,unmatched,0.0,
3891088945,tool,Redshift,,,unmatched,0.0,
3891088945,tool,Athena,,,unmatched,0.0,
3891088945,soft,Self-starter,,,unmatched,0.0,
3891088945,soft,Learning,,,unmatched,0.0,
3891088945,soft,Initiative,show initiative,,semantic,0.8116,http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f
3902340711,technical,Excel,Microsoft Excel,Spreadsheet,technology_dictionary,1.0,
3902340711,technical,Microsoft Office suite,use microsoft office,,semantic,0.8468,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535
3902340711,technical,Coupa,,,unmatched,0.0,
3902340711,technical,Workday,,,unmatched,0.0,
3902340711,technical,Procore,,,unmatched,0.0,
3902340711,technical,Verisae,,,unmatched,0.0,
3902340711,tool,Coupa,,,unmatched,0.0,
3902340711,tool,Workday,,,unmatched,0.0,
3902340711,tool,Procore,,,unmatched,0.0,
3902340711,tool,Verisae,,,unmatched,0.0,
3902340711,soft,customer service skills,customer service,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc
3902340711,soft,problem-solving,solve problems,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
3902340711,soft,communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3902340711,soft,time management,manage time,,semantic,0.8936,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8
3902340711,soft,research,,,unmatched,0.0,
3902340711,soft,presentation,prepare presentation material,,semantic,0.7906,http://data.europa.eu/esco/skill/1ba59ce0-7fec-434b-8d5c-9b275250a26c
3902340711,soft,teamwork,manage teamwork,,semantic,0.8047,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c
3904406917,technical,Deep Learning,deep learning,,exact,1.0,http://data.europa.eu/esco/skill/ecc4552a-92c5-4222-b18d-faf5ac841080
3904406917,technical,Machine Learning,machine learning,,exact,1.0,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
3904406917,technical,Computer Vision,computer vision,,exact,1.0,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669
3904406917,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3904406917,technical,PyTorch,PyTorch,Machine Learning,technology_dictionary,1.0,
3904406917,technical,TensorFlow,TensorFlow,Machine Learning,technology_dictionary,1.0,
3904406917,soft,Strong analytical and problem-solving skills,,,unmatched,0.0,
3904406917,soft,Excellent verbal and written communication skills,,,unmatched,0.0,
3904406917,soft,Ability to work independently and as part of a team,,,unmatched,0.0,
3902343179,technical,Agile methodology,Agile development,,semantic,0.8576,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221
3902343179,technical,SDLC methodology,,,unmatched,0.0,
3902343179,technical,Requirement Gathering,,,unmatched,0.0,
3902343179,soft,leadership,leadership principles,,semantic,0.77,http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
3902343179,soft,initiative,show initiative,,semantic,0.8116,http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f
3902343179,soft,analytical skills,,,unmatched,0.0,
3902343179,soft,business acumen,apply business acumen,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5
3902343179,soft,communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3904957834,soft,communications,communication,,fuzzy_preferred,0.96,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3904957834,soft,coordination,,,unmatched,0.0,
3904957834,soft,analysis,,,unmatched,0.0,
3904957834,soft,problem solving,solve problems,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
