job_id,skill_type,original_skill,normalized_skill,category,method,confidence,esco_uri
3891074946,tool,Power BI,Power BI,BI Tool,technology_dictionary,1.0,
3891074946,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3891074946,technical,Azure DevOps,,,unmatched,0.0,
3891074946,technical,Analytical Skills,,,unmatched,0.0,
3891074946,technical,Critical Thinking,think critically,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9
3891074946,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3891074946,technical,Interpersonal Skills,,,unmatched,0.0,
3891074946,technical,Adaptability,,,unmatched,0.0,
3891074946,technical,Attention to Detail,attend to detail,,semantic,0.7608,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7
3891074946,technical,Self-Motivation,motivate others,,semantic,0.7575,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507
3891074946,technical,Azure DevOps Certification,,,unmatched,0.0,
3887101270,technical,Product Management,plan product management,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/29fb886c-6be0-4e93-9ea1-232881f2092a
3887101270,technical,Agile,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3887101270,technical,Data Infrastructure,information structure,,alt_label,0.99,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339
3887101270,technical,Platform Engineering,hardware platforms,,semantic,0.7907,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81
3887101270,technical,Backend Engineering,,,unmatched,0.0,
3887101270,technical,Data Engineering,data engineering,,exact,1.0,http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639
3887101270,technical,User Research,,,unmatched,0.0,
3887101270,technical,User Experience (UX),,,unmatched,0.0,
3887101270,technical,Design Thinking,design thinking,,exact,1.0,http://data.europa.eu/esco/skill/df64a7cc-2e96-4304-95d3-56fe0ac2dd39
3887101270,technical,User Story Writing,,,unmatched,0.0,
3887101270,technical,Requirements Gathering,interact with users to gather requirements,,semantic,0.7574,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363
3887101270,technical,Objectives and Key Results (OKRs),,,unmatched,0.0,
3887101270,technical,Jira,,,unmatched,0.0,
3887101270,technical,Figma,,,unmatched,0.0,
3887101270,technical,Adobe XD,,,unmatched,0.0,
3887101270,technical,Leadership,leadership principles,,semantic,0.77,http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
3887101270,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3887101270,technical,Collaboration,,,unmatched,0.0,
3887101270,technical,Customer Empathy,,,unmatched,0.0,
3887101270,technical,Partnership,,,unmatched,0.0,
3887101270,technical,Growth Mindset,,,unmatched,0.0,
3903434413,technical,Production Support,,,unmatched,0.0,
3903434413,technical,Application Maintenance,,,unmatched,0.0,
3903434413,technical,Technical Documentation,provide technical documentation,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d
3903434413,technical,Functional Specification,,,unmatched,0.0,
3903434413,technical,Technical Specification,write specifications,,semantic,0.7594,http://data.europa.eu/esco/skill/3d64b8fd-bb09-4d13-a3cf-300ed8909088
3903434413,technical,Incident Management,manage major incidents,,semantic,0.8434,http://data.europa.eu/esco/skill/8071881c-d652-46e7-9cf4-e06a7f1e57c7
3903434413,technical,Software Quality Assurance,quality assurance procedures,,semantic,0.7995,http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3
3903434413,technical,Amazon Web Services (AWS),,,unmatched,0.0,
3903434413,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3903434413,technical,Leadership,leadership principles,,semantic,0.77,http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
3903434413,technical,Teamwork,manage teamwork,,semantic,0.8047,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c
3903434413,technical,Mentoring,mentor individuals,,semantic,0.8722,http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9
3903434413,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3902357366,technical,Product Management,plan product management,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/29fb886c-6be0-4e93-9ea1-232881f2092a
3902357366,technical,Agile,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3902357366,technical,API Integration,,,unmatched,0.0,
3902357366,technical,Jira,,,unmatched,0.0,
3902357366,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3902348430,technical,Business Analysis,business analysis,,exact,1.0,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6
3902348430,technical,Requirements Gathering,interact with users to gather requirements,,semantic,0.7574,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363
3902348430,technical,Requirements Documentation,,,unmatched,0.0,
3902348430,technical,Stakeholder Analysis,engage with stakeholders,,semantic,0.7701,http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31
3902348430,technical,Gap Analysis,,,unmatched,0.0,
3902348430,technical,Root Cause Analysis,root cause analysis,,exact,1.0,http://data.europa.eu/esco/skill/55514865-3066-4abd-86a9-dbe45a440882
3902348430,technical,User Acceptance Testing (UAT),,,unmatched,0.0,
3902348430,technical,Quality Acceptance Testing,,,unmatched,0.0,
3902348430,technical,Test Planning,,,unmatched,0.0,
3902348430,technical,Test Case Development,,,unmatched,0.0,
3902348430,technical,Test Scenario Development,,,unmatched,0.0,
3902348430,technical,Business Case Development,develop business case,,alt_label,0.99,http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b
3902348430,technical,Process Improvement,identify process improvements,,semantic,0.8211,http://data.europa.eu/esco/skill/958b8802-ec3e-4813-97f7-6c8f48610dbd
3902348430,technical,System Integration,ICT system integration,,alt_label,0.99,http://data.europa.eu/esco/skill/6fa1c2c0-a012-4ca0-9642-e01569ba322c
3902348430,technical,Change Management,apply change management,,alt_label,0.99,http://data.europa.eu/esco/skill/3c03ee71-4a23-448f-b79e-81fd75d27dca
3902348430,technical,Agile,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3902348430,technical,Waterfall,Waterfall development,,semantic,0.8201,http://data.europa.eu/esco/skill/6a876489-7ad8-4a13-b09c-c9b8e97a302e
3902348430,technical,SAP FICO,,,unmatched,0.0,
3902348430,technical,SAP S/4HANA,,,unmatched,0.0,
3902348430,technical,SAP FI,SAP R3,,semantic,0.7619,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426
3902348430,technical,SAP CO,SAP R3,,semantic,0.7701,http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426
3902348430,technical,SAP Analytics Cloud (SAC),SAP Data Services,,alt_label,0.99,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4
3902348430,technical,SAP Analytics Cloud Planning,SAP Data Services,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4
3902348430,technical,SQL,SQL,Database Language,technology_dictionary,1.0,
3902348430,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3902348430,technical,Presentation,prepare presentation material,,semantic,0.7906,http://data.europa.eu/esco/skill/1ba59ce0-7fec-434b-8d5c-9b275250a26c
3902348430,technical,Interpersonal Skills,,,unmatched,0.0,
3902348430,technical,Analytical Skills,,,unmatched,0.0,
3902348430,soft,Problem Solving,solve problems,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
3902348430,technical,Attention to Detail,attend to detail,,semantic,0.7608,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7
3902348430,technical,Planning,urban planning,,semantic,0.7856,http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842
3902348430,technical,Organization,represent the organisation,,semantic,0.769,http://data.europa.eu/esco/skill/1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76
3902348430,soft,Customer Service,customer service,,exact,1.0,http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc
3902348430,technical,Teamwork,manage teamwork,,semantic,0.8047,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c
3888994430,technical,Data Pipeline Development,analyse pipeline database information,,semantic,0.7675,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552
3888994430,technical,Data Modeling,data models,,fuzzy_alt,0.96,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5
3888994430,technical,Database Design,design database scheme,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511
3888994430,technical,Data Governance,,,unmatched,0.0,
3888994430,technical,Data Security,apply information security policies,,alt_label,0.99,http://data.europa.eu/esco/skill/86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8
3888994430,technical,ETL,,,unmatched,0.0,
3888994430,technical,Data Quality,data quality assessment,,semantic,0.9108,http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700
3888994430,technical,Data Integration,,,unmatched,0.0,
3888994430,technical,Data Flow Mapping,,,unmatched,0.0,
3888994430,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3888994430,technical,SQL,SQL,Database Language,technology_dictionary,1.0,
3888994430,technical,ETL Tools,,,unmatched,0.0,
3888994430,tool,PostgreSQL,PostgreSQL,Database,technology_dictionary,1.0,
3888994430,soft,Problem Solving,solve problems,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
3888994430,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3888994430,technical,Interpersonal Skills,,,unmatched,0.0,
3888994430,technical,Collaboration,,,unmatched,0.0,
3888994430,technical,Independent Working,work independently,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/c29aa9d2-4da8-4bdd-831c-8d4a2fb51730
3906253680,technical,Business Analysis,business analysis,,exact,1.0,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6
3906253680,technical,Requirements Gathering,interact with users to gather requirements,,semantic,0.7574,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363
3906253680,technical,Requirements Documentation,,,unmatched,0.0,
3906253680,technical,Business Process Analysis,business analysis,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6
3906253680,technical,Business Process Documentation,,,unmatched,0.0,
3906253680,technical,Business Process Improvement,improve business processes,,semantic,0.8927,http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14
3906253680,technical,Business Process Optimization,improve business processes,,semantic,0.7657,http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14
3906253680,technical,Process Design,design process,,alt_label,0.99,http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3
3906253680,technical,Software Development Lifecycle (SDLC),,,unmatched,0.0,
3906253680,technical,Audit Controls,audit techniques,,semantic,0.752,http://data.europa.eu/esco/skill/6a536b36-c5c7-4d10-bf67-a4fb0f8549b2
3906253680,technical,Backlog Management,manage backlogs,,semantic,0.9367,http://data.europa.eu/esco/skill/9c0ac2f1-6ed5-4413-9831-e8e3f8b0d695
3906253680,technical,ERP,,,unmatched,0.0,
3906253680,technical,Human Capital Management (HCM),,,unmatched,0.0,
3906253680,technical,Workforce Management Software,,,unmatched,0.0,
3906253680,technical,Software as a Service (SaaS),service-oriented modelling,,alt_label,0.99,http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98
3906253680,technical,Organizational Skills,,,unmatched,0.0,
3906253680,technical,Planning,urban planning,,semantic,0.7856,http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842
3906253680,technical,Time Management,manage time,,semantic,0.8936,http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8
3906253680,soft,Problem Solving,solve problems,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
3906253680,technical,Critical Thinking,think critically,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9
3906253680,technical,Conflict Resolution,conflict management,,alt_label,0.99,http://data.europa.eu/esco/skill/afd49651-9119-4327-91fc-844a6dda1254
3906253680,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3906253680,technical,Teamwork,manage teamwork,,semantic,0.8047,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c
3906253680,technical,Independent Working,work independently,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/c29aa9d2-4da8-4bdd-831c-8d4a2fb51730
3903875936,technical,Data Pipeline Development,analyse pipeline database information,,semantic,0.7675,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552
3903875936,technical,Workflow Management,manage workflow processes,,semantic,0.8467,http://data.europa.eu/esco/skill/7add3681-17b6-4027-8a9d-ee92d2b96a42
3903875936,technical,Continuous Integration and Continuous Delivery (CI/CD),,,unmatched,0.0,
3903875936,technical,Full-Stack Development,,,unmatched,0.0,
3903875936,technical,Software Development Lifecycle (SDLC),,,unmatched,0.0,
3903875936,technical,Agile,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3903875936,technical,SQL,SQL,Database Language,technology_dictionary,1.0,
3903875936,technical,NoSQL,NoSQL,Database,technology_dictionary,1.0,
3903875936,technical,Amazon DynamoDB,,,unmatched,0.0,
3903875936,tool,PostgreSQL,PostgreSQL,Database,technology_dictionary,1.0,
3903875936,technical,Oracle Database,Oracle Relational Database,,semantic,0.8874,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655
3903875936,tool,Apache Airflow,Apache Airflow,Workflow,technology_dictionary,1.0,
3903875936,technical,Control-M,,,unmatched,0.0,
3903875936,technical,Amazon Web Services (AWS),,,unmatched,0.0,
3903875936,technical,Amazon EC2,,,unmatched,0.0,
3903875936,technical,Amazon S3,,,unmatched,0.0,
3903875936,technical,AWS Identity and Access Management (IAM),,,unmatched,0.0,
3903875936,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3903875936,technical,Jenkins,Jenkins (tools for software configuration management),,alt_label,0.99,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da
3903875936,technical,Collaboration,,,unmatched,0.0,
3903875936,technical,Self-Motivation,motivate others,,semantic,0.7575,http://data.europa.eu/esco/skill/e2d44a9b-f28c-489e-9861-b654b5ded507
3902780924,technical,Machine Learning,machine learning,,exact,1.0,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
3902780924,technical,Machine Learning Model Development,,,unmatched,0.0,
3902780924,technical,Machine Learning Model Deployment,,,unmatched,0.0,
3902780924,technical,Machine Learning Model Monitoring,,,unmatched,0.0,
3902780924,technical,Machine Learning Model Maintenance,,,unmatched,0.0,
3902780924,technical,Machine Learning Architecture,machine learning,,semantic,0.7519,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43
3902780924,technical,Machine Learning Infrastructure,,,unmatched,0.0,
3902780924,technical,Model Training,,,unmatched,0.0,
3902780924,technical,Hyperparameter Tuning,,,unmatched,0.0,
3902780924,technical,Model Validation,,,unmatched,0.0,
3902780924,technical,Data Pipeline Development,analyse pipeline database information,,semantic,0.7675,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552
3902780924,technical,Distributed Computing,distributed computing,,exact,1.0,http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83
3902780924,technical,Continuous Integration and Continuous Delivery (CI/CD),,,unmatched,0.0,
3902780924,technical,Test Automation,tools for ICT test automation,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f
3902780924,technical,Agile,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3902780924,technical,Responsible AI,,,unmatched,0.0,
3902780924,technical,Explainable AI,,,unmatched,0.0,
3902780924,technical,Python,Python,Programming Language,technology_dictionary,1.0,
3902780924,technical,PySpark,,,unmatched,0.0,
3902780924,technical,SQL,SQL,Database Language,technology_dictionary,1.0,
3902780924,technical,Scala,Scala,,exact,1.0,http://data.europa.eu/esco/skill/ffddfc7c-a9dd-449f-9e96-882dc447c8b6
3902780924,technical,Java,Java (computer programming),,alt_label,0.99,http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389
3902780924,technical,Scikit-learn,,,unmatched,0.0,
3902780924,tool,PyTorch,PyTorch,Machine Learning,technology_dictionary,1.0,
3902780924,technical,Dask,,,unmatched,0.0,
3902780924,tool,Apache Spark,Apache Spark,Big Data,technology_dictionary,1.0,
3902780924,tool,TensorFlow,TensorFlow,Machine Learning,technology_dictionary,1.0,
3902780924,technical,Amazon Web Services (AWS),,,unmatched,0.0,
3902780924,tool,Microsoft Azure,Microsoft Azure,Cloud,technology_dictionary,1.0,
3902780924,technical,Google Cloud Platform (GCP),,,unmatched,0.0,
3902780924,technical,Collaboration,,,unmatched,0.0,
3902780924,technical,Continuous Learning,,,unmatched,0.0,
3902829691,technical,Content Management,use content management system software,,semantic,0.8324,http://data.europa.eu/esco/skill/56a10e3e-c9e7-4d39-b6f1-6013398fcb3a
3902829691,technical,Document Management,document management,,exact,1.0,http://data.europa.eu/esco/skill/ea1bf5e5-e7f0-4d2c-a415-1c39c00512b1
3902829691,technical,Program Management,program management,,exact,1.0,http://data.europa.eu/esco/skill/06d09f70-6ca8-4078-be72-4c2c2a11ee61
3902829691,technical,Data Modeling,data models,,fuzzy_alt,0.96,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5
3902829691,technical,Agile,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3902829691,technical,JavaScript,JavaScript,,exact,1.0,http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7
3902829691,technical,XML,,,unmatched,0.0,
3902829691,technical,XML Schema Definition (XSD),,,unmatched,0.0,
3902829691,technical,Adobe InDesign,,,unmatched,0.0,
3902829691,technical,Oracle Database,Oracle Relational Database,,semantic,0.8874,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655
3902829691,technical,Adobe Workfront,,,unmatched,0.0,
3902829691,technical,Attention to Detail,attend to detail,,semantic,0.7608,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7
3902829691,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3902829691,technical,Analytical Thinking,think analytically,,alt_label,0.99,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137
3902829691,soft,Problem Solving,solve problems,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869
3895272957,technical,Quality Management,quality assurance procedures,,alt_label,0.99,http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3
3895272957,technical,Quality Process Management,quality assurance procedures,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/1177c6f5-09c5-4c35-873c-afd22d170ad3
3895272957,technical,Process Development,social development,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/4e3db6d7-88b8-492d-89e5-a93d01c3e369
3895272957,technical,Data Analytics,data analytics,,exact,1.0,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378
3895272957,technical,Digital Quality,,,unmatched,0.0,
3895272957,technical,Nonconformity Management,,,unmatched,0.0,
3895272957,technical,Advanced Product Quality Planning (APQP),,,unmatched,0.0,
3895272957,technical,Failure Mode and Effects Analysis (FMEA),perform failure analysis of production process,,fuzzy_alt,0.98,http://data.europa.eu/esco/skill/12b5cc46-bf35-464c-ac7d-1bdbc23262f7
3895272957,technical,Root Cause Analysis (RCA),root cause analysis,,exact,1.0,http://data.europa.eu/esco/skill/55514865-3066-4abd-86a9-dbe45a440882
3895272957,technical,Supplier Quality Management,supplier management,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22
3895272957,technical,Quality Strategy,manage quality,,semantic,0.7958,http://data.europa.eu/esco/skill/35ebe444-9ece-4fbc-a55d-e99ea37267ae
3895272957,technical,Change Management,apply change management,,alt_label,0.99,http://data.europa.eu/esco/skill/3c03ee71-4a23-448f-b79e-81fd75d27dca
3895272957,technical,Continuous Improvement,continuous improvement philosophies,,fuzzy_alt,0.95,http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06
3895272957,technical,Lean,,,unmatched,0.0,
3895272957,technical,Leadership,leadership principles,,semantic,0.77,http://data.europa.eu/esco/skill/d5145a9a-602e-40bf-b3e1-f04cf9c3ef86
3895272957,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3895272957,technical,Interpersonal Skills,,,unmatched,0.0,
3895272957,technical,Stakeholder Management,engage with stakeholders,,semantic,0.776,http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31
3895272957,technical,Teamwork,manage teamwork,,semantic,0.8047,http://data.europa.eu/esco/skill/75e48971-3242-4ea5-a1ba-4deec48ad41c
3895272957,technical,Collaboration,,,unmatched,0.0,
3903824576,technical,Business Analysis,business analysis,,exact,1.0,http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6
3903824576,technical,Requirements Gathering,interact with users to gather requirements,,semantic,0.7574,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363
3903824576,technical,Requirements Documentation,,,unmatched,0.0,
3903824576,technical,User Story Writing,,,unmatched,0.0,
3903824576,technical,Business Case Development,develop business case,,alt_label,0.99,http://data.europa.eu/esco/skill/a4bbd0d9-a6be-4472-b05d-291e60cf6b4b
3903824576,technical,Test Case Development,,,unmatched,0.0,
3903824576,technical,Test Planning,,,unmatched,0.0,
3903824576,technical,Regression Testing,,,unmatched,0.0,
3903824576,technical,Agile,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3903824576,technical,Scrum,ICT project management methodologies,,alt_label,0.99,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9
3903824576,technical,Kanban,,,unmatched,0.0,
3903824576,technical,Continuous Integration and Continuous Delivery (CI/CD),,,unmatched,0.0,
3903824576,tool,Microsoft Azure,Microsoft Azure,Cloud,technology_dictionary,1.0,
3903824576,technical,Azure DevOps,,,unmatched,0.0,
3903824576,technical,Jira,,,unmatched,0.0,
3903824576,technical,Rally,,,unmatched,0.0,
3903824576,technical,Amazon Web Services (AWS),,,unmatched,0.0,
3903824576,technical,Google Cloud Platform (GCP),,,unmatched,0.0,
3903824576,technical,Attention to Detail,attend to detail,,semantic,0.7608,http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7
3903824576,soft,Communication,communication,,exact,1.0,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7
3903824576,technical,Collaboration,,,unmatched,0.0,
3901950783,technical,Business Intelligence,business intelligence,,exact,1.0,http://data.europa.eu/esco/skill/143769cb-b61e-47d8-a61e-eedfbec1016c
3901950783,technical,Report Development,develop reporting software,,semantic,0.8381,http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83
3901950783,technical,Dashboard Development,,,unmatched,0.0,
3901950783,technical,Data Modeling,data models,,fuzzy_alt,0.96,http://data.europa.eu/esco/skill/fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5
3901950783,technical,DAX,,,unmatched,0.0,
3901950783,technical,KPI Development,,,unmatched,0.0,
3901950783,technical,Database Development,database development tools,,fuzzy_preferred,0.95,http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe
3901950783,technical,Performance Optimization,,,unmatched,0.0,
3901950783,technical,Microsoft Power BI,,,unmatched,0.0,
